chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-22700.45062,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.01,-22444.4353,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.02,-22190.8696,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.03,-21939.9454,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.04,-21691.85426,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.05,-21446.78294,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.06,-21204.9127,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.07,-20966.41716,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.08,-20731.46008,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.09,-20500.19522,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.1,-20272.76248,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.11,-20049.28888,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.12,-19829.88656,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.13,-19614.65162,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.14,-19403.66396,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.15,-19196.98702,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.16,-18994.66738,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.17,-18796.73526,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.18,-18603.20487,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.19,-18414.07507,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.2,-18229.32947,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.21,-18048.93841,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.22,-17872.85982,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.23,-17701.03918,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.24,-17533.41242,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.25,-17369.90594,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.26,-17210.43768,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.27,-17054.91962,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.28,-16903.25783,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.29,-16755.35398,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.3,-16611.10648,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.31,-16470.41097,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.32,-16333.1621,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.33,-16199.25372,4,fluA,-12702.78622,-12700.86549,0.79,0.793
0.34,-16068.58001,4,fluA,-12702.78622,-12700.86549,0.79,0.793
