chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-29829.17391,5,fluA,-17435.60772,-17433.687,0.998,1
0.01,-29558.65154,5,fluA,-17435.60772,-17433.687,0.998,1
0.02,-29291.3474,5,fluA,-17435.60772,-17433.687,0.998,1
0.03,-29027.26011,5,fluA,-17435.60772,-17433.687,0.998,1
0.04,-28766.3945,5,fluA,-17435.60772,-17433.687,0.998,1
0.05,-28508.75504,5,fluA,-17435.60772,-17433.687,0.998,1
0.06,-28254.34576,5,fluA,-17435.60772,-17433.687,0.998,1
0.07,-28003.16962,5,fluA,-17435.60772,-17433.687,0.998,1
0.08,-27755.22913,5,fluA,-17435.60772,-17433.687,0.998,1
0.09,-27510.52606,5,fluA,-17435.60772,-17433.687,0.998,1
0.1,-27269.0614,5,fluA,-17435.60772,-17433.687,0.998,1
0.11,-27030.83551,5,fluA,-17435.60772,-17433.687,0.998,1
0.12,-26795.84828,5,fluA,-17435.60772,-17433.687,0.998,1
0.13,-26564.09829,5,fluA,-17435.60772,-17433.687,0.998,1
0.14,-26335.58397,5,fluA,-17435.60772,-17433.687,0.998,1
0.15,-26110.30304,5,fluA,-17435.60772,-17433.687,0.998,1
0.16,-25888.25226,5,fluA,-17435.60772,-17433.687,0.998,1
0.17,-25669.42816,5,fluA,-17435.60772,-17433.687,0.998,1
0.18,-25453.82608,5,fluA,-17435.60772,-17433.687,0.998,1
0.19,-25241.44131,5,fluA,-17435.60772,-17433.687,0.998,1
0.2,-25032.26803,5,fluA,-17435.60772,-17433.687,0.998,1
0.21,-24826.29984,5,fluA,-17435.60772,-17433.687,0.998,1
0.22,-24623.52997,5,fluA,-17435.60772,-17433.687,0.998,1
0.23,-24423.95085,5,fluA,-17435.60772,-17433.687,0.998,1
0.24,-24227.55436,5,fluA,-17435.60772,-17433.687,0.998,1
0.25,-24034.33181,5,fluA,-17435.60772,-17433.687,0.998,1
0.26,-23844.27374,5,fluA,-17435.60772,-17433.687,0.998,1
0.27,-23657.37033,5,fluA,-17435.60772,-17433.687,0.998,1
0.28,-23473.6112,5,fluA,-17435.60772,-17433.687,0.998,1
0.29,-23292.9855,5,fluA,-17435.60772,-17433.687,0.998,1
0.3,-23115.48152,5,fluA,-17435.60772,-17433.687,0.998,1
0.31,-22941.08733,5,fluA,-17435.60772,-17433.687,0.998,1
0.32,-22769.79056,5,fluA,-17435.60772,-17433.687,0.998,1
0.33,-22601.57825,5,fluA,-17435.60772,-17433.687,0.998,1
0.34,-22436.43683,5,fluA,-17435.60772,-17433.687,0.998,1
0.35,-22274.35247,5,fluA,-17435.60772,-17433.687,0.998,1
