"HHS_region","pathogen2","chi","loglik"
3,"fluB",0.559430664331947,-2389.58491475434
3,"fluB",0.589430664331947,-2369.08725129025
3,"fluB",0.619430664331947,-2250.90727144825
3,"fluB",0.649430664331947,-2240.44247131379
3,"fluB",0.679430664331947,-2232.83911470048
3,"fluB",0.709430664331947,-2226.54190437415
3,"fluB",0.739430664331947,-2225.9373578086
3,"fluB",0.769430664331947,-2235.55395372591
3,"fluB",0.799430664331947,-2255.48246011136
3,"fluB",0.829430664331947,-2287.91958627761
3,"fluB",0.859430664331947,-2335.65464484161
3,"fluB",0.889430664331947,-2402.45706010738
3,"fluB",0.919430664331947,-2448.89060772423
